ID,Reference,Species,Synonym,Family,Growth_form,Life_span,Tissue,Seed_Cat,Leaf_strategy,Leaf_form,PS_type,Dr
0217,Baitulin 1979:12,Dendrostellera ammodendron,Dendrostellera stachyoides,Thymelaeaceae,Shrub,P,Woody,Dicot,E,,C3,3.4
0218,Baitulin 1979:13,Echinops albicaulis,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,4.35
0219,Baitulin 1979,Eremurus anisopterus,,Asphodelaceae,Forb,P,Herbaceous,Monocot,,,C3,0.7
0220,Baitulin 1979,Heliotropium dasycarpum,,Boraginaceae,Forb,P,Herbaceous,Dicot,,,C3-C4,2.16
0221,Baitulin 1979,Limonium gmelinii,,Plumbaginaceae,Forb,P,Herbaceous,Dicot,,,C3,1.27
0222,Baitulin 1979,Poa bulbosa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.31
0223,Baitulin 1979,Salsola australis,Salsola pestifera,Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C4,1.38
0224,Baitulin 1979,Stipagrostis pennata,Aristida pennata,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.2
0225,Baitulin 1979,Syrenia siliculosa,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.82
0226,Baitulin 1979,Tribulus terrestris,,Zygophyllaceae,Forb,A,Herbaceous,Dicot,,,C4,0.82
0227,Baitulin 1979,Achnatherum splendens,Lasiagrostis splendens,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.02
0228,Baitulin 1979,Anabasis truncata,,Amaranthaceae,Forb,P,Herbaceous,Dicot,,,C4,1.85
0229,Baitulin 1979,Seriphidium sublessingianum,Artemisia sublessingiana,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.05
0230,Baitulin 1979,Artemisia terrae-albae,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.65
0231,Baitulin 1979,Nanophyton erinaceum,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.1
0232,Baitulin 1979,Onosma gmelinii,,Boraginaceae,Forb,P,Herbaceous,Dicot,,,C3,0.46
0233,Baitulin 1979,Oxytropis avis,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.75
0234,Baitulin 1979,Papaver tianschanicum,,Papaveraceae,Forb,P,Herbaceous,Dicot,,,C3,0.28
0235,Baitulin 1979,Salsola arbuscula,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.2
0236,Baitulin 1979,Salsola dschungarica,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C3,0.57
0237,Baitulin 1979,Salsola implicata,,Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C4,0.7
0238,Baitulin 1979:34,Krascheninnikovia ceratoides,Ceratoides latens,Amaranthaceae,Semi-shrub,P,Woody,Dicot,E,,C3,3.69
0239,Baitulin 1979:1,Achnatherum splendens,Lasiagrostis splendens,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,6
0240,Baitulin 1979,Alyssum dasycarpum,,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.55
0241,Baitulin 1979,Anabasis aphylla,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,D,,C4,3
0242,Baitulin 1979,Seriphidium sublessingianum,Artemisia sublessingiana,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,2
0243,Baitulin 1979,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,3
0244,Baitulin 1979:1,Krascheninnikovia ceratoides,Ceratoides latens,Amaranthaceae,Shrub,P,Woody,Dicot,E,,C3,9.36
0245,Baitulin 1979:1,Peganum harmala,,Peganaceae,Forb,P,Herbaceous,Dicot,,,C3,3.3
0246,Baitulin 1979,Poa bulbosa var. vivipara,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.4
0247,Baitulin 1979,Trigonella arcuata,,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.55
0248,Baitulin 1979,Arthrophytum longibracteatum,Arthrophytum longibracteatum Korovin,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.9
0249,Baitulin 1979,Halocnemum strobilaceum,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,E,,C3,1
0250,Baitulin 1979,Salicornia europaea,,Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,0.73
0251,Baitulin 1979,Tamarix ramosissima,,Tamaricaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2
0252,Baitulin 1979,Acanthophyllum pungens,,Caryophyllaceae,Forb,P,Herbaceous,Dicot,,,C3,1.92
0253,Baitulin 1979,Artemisia songarica,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.87
0254,Baitulin 1979,Calligonum aphyllum,,Polygonaceae,Shrub,P,Woody,Dicot,D,,C4,2.24
0255,Baitulin 1979,Calligonum aphyllum,,Polygonaceae,Shrub,P,Woody,Dicot,D,,C4,2.79
0256,Baitulin 1979,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,2.5
0257,Baitulin 1979,Krascheninnikovia ceratoides,Ceratoides latens,Amaranthaceae,Shrub,P,Woody,Dicot,E,,C3,3
0258,Baitulin 1979,Stipagrostis pennata,Aristida pennata,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.19
0259,Baitulin 1979:29,Haloxylon aphyllum,,Amaranthaceae,Shrub,P,Woody,Dicot,E,,C4,10.48
0260,Baitulin 1979:7,Ferula caspica,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.35
0261,Baitulin 1979:5,Geranium transversale,,Geraniaceae,Forb,P,Herbaceous,Dicot,,,C3,0.25
0262,Baitulin 1979:5,Ranunculus platyspermus,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.4
0263,Baitulin 1979:5,Salsola arbuscula,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1
0264,Baitulin 1979:5,Artemisia turanica,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.75
0265,Baitulin 1979:5,Eremopyrum triticeum,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.2
0266,Baitulin 1979:5,Gagea reticulata,,Liliaceae,Forb,P,Herbaceous,Monocot,,,C3,0.14
0267,Baitulin 1979:7,Poa bulbosa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.25
0268,Baitulin 1979:6,Rheum tataricum,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.51
0269,Baitulin 1979:5,Rhinopetalum karelinii,,Liliaceae,Forb,P,Herbaceous,Monocot,,,C3,0.78
0270,Baitulin 1979:7,Takhtajaniantha pusilla,Scorzonera pusilla,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.53
0271,Baitulin 1979:7,Tulipa buhseana,,Liliaceae,Forb,P,Herbaceous,Monocot,,,C3,0.23
0272,Baitulin 1979:2,Anabasis aphylla,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,D,,C4,2.82
0273,Baitulin 1979:2,Artemisia turanica,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.87
0274,Baitulin 1979:4,Asparagus breslerianus,,Asparagaceae,Forb,P,Herbaceous,Monocot,,,C3,0.41
0275,Baitulin 1979:4,Astragalus longipetalus,Astragalus longiflorus,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.72
0276,Baitulin 1979:4,Ceratocephalus falcatus,,Ranunculaceae,Forb,A,Herbaceous,Dicot,,,C3,0.11
0277,Baitulin 1979:2,Convolvulus fruticosus,,Convolvulaceae,Semi-shrub,P,Woody,Dicot,,,C3,2
0278,Baitulin 1979:4,Eremopyrum triticeum,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.19
0279,Baitulin 1979:4,Gagea reticulata,,Liliaceae,Forb,P,Herbaceous,Monocot,,,C3,0.16
0280,Baitulin 1979:3,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,2.3
0281,Baitulin 1979:3,Rheum tataricum,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.47
0282,Baitulin 1979:4,Rhinopetalum karelinii,,Liliaceae,Forb,P,Herbaceous,Monocot,,,C3,0.25
0283,Baitulin 1979:4,Seseli eriocephalum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.46
0284,Baitulin 1979:4,Takhtajaniantha pusilla,Scorzonera pusilla,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.43
0285,Baitulin 1979:4,Tulipa buhseana,,Liliaceae,Forb,P,Herbaceous,Monocot,,,C3,0.21
0286,Baitulin 1979,Artemisia austriaca,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,2.24
0287,Baitulin 1979:60,Dianthus turkestanicus,,Caryophyllaceae,Forb,A,Herbaceous,Dicot,,,C3,0.84
0288,Baitulin 1979:60,Festuca rupicola,Festuca sulcata,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.76
0289,Baitulin 1979:60,Lappula consanguinea,,Boraginaceae,Forb,A,Herbaceous,Dicot,,,C3,0.79
0290,Baitulin 1979:59,Leymus racemosus,Elymus giganteus,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,2.4
0291,Baitulin 1979:59,Plantago media,,Plantaginaceae,Forb,P,Herbaceous,Dicot,,,C3,1.6
0292,Baitulin 1979:60,Stipa capillata,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.07
0293,Baitulin 1979:19,Artemisia arenaria,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,3.6
0294,Baitulin 1979:21,Calligonum aphyllum,,Polygonaceae,Shrub,P,Woody,Dicot,D,,C4,2.32
0295,Baitulin 1979:22,Carex colchica,,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.3
0296,Baitulin 1979:25,Carex physodes,,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.21
0297,Baitulin 1979:20,Eremosparton aphyllum,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.1
0298,Baitulin 1979:23,Leymus racemosus,Elymus giganteus,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,2.08
0299,Baitulin 1979:p. 78,Stipagrostis pennata,Aristida pennata,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,2.5
0300,Baitulin 1979:24,Artemisia arenaria,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,2.57
0301,Baitulin 1979:53,Artemisia abrotanum,Artemisia procera,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,2.2
0302,Baitulin 1979:50,Artemisia dracunculus,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,2.4
0303,Baitulin 1979:52,Artemisia sieversiana,,Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,2.21
0304,Baitulin 1979,Dactylis glomerata,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.1
0305,Baitulin 1979,Elytrigia repens,Agropyron repens,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.08
0306,Baitulin 1979:51,Glycyrrhiza glabra,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,4.48
0307,Baitulin 1979:53,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,3.5
0308,Baitulin 1979:52,Lactuca tatarica,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,2.4
0309,Baitulin 1979:50,Onopordum acanthium,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,3
0310,Baitulin 1979:50,Pseudosophora alopecuroides,Goebelia alopecuroides,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,3.57
0311,Baitulin 1979:51,Rosa pimpinellifolia,Rosa spinosissima,Rosaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,4.9
0312,Baitulin 1979,Urtica cannabina,,Urticaceae,Forb,A,Herbaceous,Dicot,,,C3,1.8
0313,Baitulin 1993:28,Allium anisopodium,,Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.18
0314,Baitulin 1993:40,Amygdalus mongolica,,Rosaceae,Semi-shrub,P,Woody,Dicot,D,broad-leaf,C3,2.67
0315,Baitulin 1993:21,Artemisia sphaerocephala,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,2.59
0316,Baitulin 1993:22,Asterothamnus centrali-asiaticus,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.33
0317,Baitulin 1993:23,Astragalus monophyllus,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.99
0318,Baitulin 1993:43,Caragana brachypoda,,Fabaceae,Semi-shrub,P,Woody,Dicot,D,broad-leaf,C3,0.64
0319,Baitulin 1993:41,Caragana leucophloea,,Fabaceae,Semi-shrub,P,Woody,Dicot,D,broad-leaf,C3,3.14
0320,Baitulin 1993:44,Cleistogenes songorica,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.26
0321,Baitulin 1993:36,Convolvulus tragacanthoides,,Convolvulaceae,Semi-shrub,P,Woody,Dicot,,,C3,3.07
0322,Baitulin 1993:38,Echinops gmelinii,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.28
0323,Baitulin 1993:32,Haloxylon ammodendron,,Amaranthaceae,Shrub,P,Woody,Dicot,E,,C4,2
0324,Baitulin 1993:27,Krascheninnikovia ceratoides,Ceratoides papposa,Amaranthaceae,Shrub,P,Woody,Dicot,E,,C3,1.44
0325,Baitulin 1993:29,Lagochilus ilicifolius,,Lamiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.32
0326,Baitulin 1993:39,Olgaea leucophylla,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.36
0327,Baitulin 1993:42,Panzerina lanata,Panzeria lanata,Lamiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.65
0328,Baitulin 1993:37,Ptilagrostis pelliotii,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.26
0329,Baitulin 1993:33,Reaumuria songarica,,Tamaricaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.23
0330,Baitulin 1993:20,Salsola laricifolia,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C3-C4,0.54
0331,Baitulin 1993:30,Scorzonera capito,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.25
0332,Baitulin 1993:25,Sympegma regelii,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C3,3.42
0333,Baitulin 1993:26,Zygophyllum xanthoxylon,,Zygophyllaceae,Semi-shrub,P,Woody,Dicot,,,C3,6.49
0334,Baitulin 1993:23,Astragalus monophyllus,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.86
0335,Baitulin 1993:39,Olgaea leucophylla,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.28
0336,Baitulin 1993:39,Olgaea leucophylla,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.35
0337,Baitulin 1993:34,Reaumuria songarica,,Tamaricaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.56
0338,Baitulin 1993:30,Scorzonera capito,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.11
0339,Baitulin 1993:30,Scorzonera capito,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.24
0340,Baitulin 1993:11,Achnatherum splendens,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.96
0341,Baitulin 1993:5,Ajania fruticulosa,,Asteraceae,Semi-shrub,P,Woody,Dicot,,,C3,0.34
0342,Baitulin 1993:4,Allium polyrhizum,,Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.12
0343,Baitulin 1993:10,Amygdalus pedunculata,,Rosaceae,Semi-shrub,P,Woody,Dicot,D,broad-leaf,C3,0.58
0344,Baitulin 1993:15,Anabasis brevifolia,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,E,,C4,0.55
0345,Baitulin 1993:8,Artemisia frigida,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.23
0346,Baitulin 1993:12,Euphorbia mongolica,,Euphorbiaceae,Forb,P,Herbaceous,Dicot,,,C4,1.65
0347,Baitulin 1993:17,Nitraria sibirica,,Nitrariaceae,Semi-shrub,P,Woody,Dicot,,,C3,3.4
0348,Baitulin 1993:9,Oxytropis aciphylla,,Fabaceae,Semi-shrub,P,Woody,Dicot,,broad-leaf,C3,0.82
0349,Baitulin 1993:18,Peganum nigellastrum,,Peganaceae,Forb,P,Herbaceous,Dicot,,,C3,1.08
0350,Baitulin 1993:7,Rheum nanum,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.72
0351,Baitulin 1993:16,Salsola passerina,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.02
0352,Baitulin 1993:14,Stipa glareosa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.17
0353,Baitulin 1993:6,Stipa krylovii,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.24
0354,Baitulin 1993:17,Nitraria sibirica,,Nitrariaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.05
0355,Baitulin 1993:7,Rheum nanum,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.28
0356,Baitulin 1993:7,Rheum nanum,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.59
0357,Baitulin 1993:7,Rheum nanum,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.63
0358,Baitulin 1993:16,Salsola passerina,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,0.69
0359,Baitulin 1996;Fan et al. 2017,Alhagi pseudalhagi,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,2.8
0360,Baitulin 1996;Fan et al. 2017,Anabasis salsa,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,E,,C4,2
0361,Baitulin 1996;Fan et al. 2017,Artemisia terrae-albae,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.95
0362,Baitulin 1996;Fan et al. 2017,Haloxylon aphyllum,,Amaranthaceae,Tree,P,Woody,Dicot,E,,C4,7.86
0363,Baitulin 1996;Fan et al. 2017,Haloxylon aphyllum,,Amaranthaceae,Tree,P,Woody,Dicot,E,,C4,10.41
0364,Baitulin 1996;Fan et al. 2017,Karelinia caspia,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,3.2
0365,Baitulin 1996;Fan et al. 2017,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,7.3
0366,Baitulin 1996;Fan et al. 2017,Haloxylon aphyllum,,Amaranthaceae,Tree,P,Woody,Dicot,E,,C4,4.52
0367,Bang-xing 1991,Antiaris toxicaria,,Moraceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.5
0368,Bang-xing 1991,Baccaurea ramiflora,family:Euphorbiaceae,Phyllanthaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3.7
0369,Bang-xing 1991,Gironniera subaequalis,,Cannabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,4.7
0370,Bang-xing 1991,Symplocos cochinchinensis,,Symplocaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,2
0371,Bang-xing 1991,Xanthophyllum flavescens,Xanthophyllum siamense,Polygalaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,4.6
0372,Bannan 1940;Fan et al. 2017,Larix laricina,,Pinaceae,Tree,P,Woody,Gymnosperm,D,needle-leaf,C3,1.2
0373,Bannan 1940;Fan et al. 2017,Pinus banksiana,Pinus banksia,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.2
0374,Batanouny & Abdel Wahab 1973:2,Leptadenia pyrotechnica,family: Asclepiadaceae,Apocynaceae,Shrub,P,Woody,Dicot,D,,C3,11.5
0375,Batanouny & Batanouny 1969,Pennisetum divisum,Pennisetum dichotomum,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.59
0376,Batanouny & Batanouny 1969,Stipagrostis scoparia,Aristida scoparia,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.5
0377,Becker & Castillo 1990,Trichilia tuberculata,,Meliaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.8
0378,Becker & Castillo 1990,Prioria copaifera,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.1
0379,Becker & Castillo 1990,Hirtella triandra,,Chrysobalanaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.2
0380,Becker & Castillo 1990,Tetragastris panamensis,,Burseraceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.7
0381,Becker & Castillo 1990,Faramea occidentalis,,Rubiaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.6
0382,Becker & Castillo 1990,Piper cordulatum,,Piperaceae,Tree,P,Woody,Dicot,,,C3,0.7
0383,Becker & Castillo 1990,Psychotria horizontalis,,Rubiaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.3
0384,Becker & Castillo 1990,Hybanthus prunifolius,,Violaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.6
0385,Bendali et al. 1990,Argyrolobium uniflorum,,Fabaceae,Semi-shrub,P,Woody,Dicot,D,,C3,0.6
0386,Bendali et al. 1990,Aristida pungens,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.89
0387,Bendali et al. 1990,Artemisia campestris,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.22
0388,Bendali et al. 1990,Atractylis serratuloides,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.12
0389,Bendali et al. 1990,Echiochilon fruticosum,,Boraginaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.11
0390,Bendali et al. 1990,Eremobium aegyptiacum,Malcolmia aegyptiaca,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.11
0391,Bendali et al. 1990,Gymnocarpos decander,,Caryophyllaceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.53
0392,Bendali et al. 1990,Helianthemum lippii,,Cistaceae,Semi-shrub,P,Woody,Dicot,,,C3,0.94
0393,Bendali et al. 1990,Kickxia aegyptiaca,Linaria aegyptiaca,Plantaginaceae,Semi-shrub,P,Woody,Dicot,,broad-leaf,C3,0.96
0394,Bendali et al. 1990,Nolletia chrysocomoides,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,broad-leaf,C3,0.24
0395,Bendali et al. 1990,Plantago albicans,,Plantaginaceae,Forb,P,Herbaceous,Dicot,,,C3,0.85
0396,Bendali et al. 1990,Rhanterium suaveolens,,Asteraceae,Semi-shrub,P,Woody,Dicot,,,C3,1.7
0397,Bendali et al. 1990,Salsola vermiculata var. bevifolia,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.11
0398,Berndt & Gibbons 1958,Populus tremuloides,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.5
0399,Bertiller et al. 1991,Achnatherum speciosum,Stipa speciosa,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.2
0400,Bertiller et al. 1991,Chuquiraga avellanedae,,Asteraceae,Semi-shrub,P,Woody,Dicot,,,C3,1.7
0401,Bertiller et al. 1991,Larrea divaricata,,Zygophyllaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,3
0402,Bertiller et al. 1991,Lycium chilense,,Solanaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.2
0403,Bertiller et al. 1991,Nassella tenuis,Stipa tenuis,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.5
0404,Bertiller et al. 1991,Poa ligularis,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1
0405,Bhimaya & Kaul 1965:4,Acacia senegal,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,6.59
0406,Bhimaya & Kaul 1965:3,Albizia lebbeck,,Mimosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,6.5
0407,Bhimaya & Kaul 1965:2,Prosopis cineraria,,Mimosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,6
0408,Bhimaya & Kaul 1965:1,Tecomella undulata,,Bignoniaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.3
0409,Bhimaya & Kaul 1965:4,Acacia senegal,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,7
0410,Bhimaya & Kaul 1965:3,Albizia lebbeck,,Mimosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4
0411,Bhimaya & Kaul 1965:2,Prosopis cineraria,,Mimosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4.93
0412,Bhimaya & Kaul 1965:1,Tecomella undulata,,Bignoniaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3
0413,Biswell 1935:5,Acer negundo,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.77
0414,Biswell 1935:6,Acer negundo,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.92
0415,Biswell 1935:12,Acer saccharum,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.91
0416,Biswell 1935:11,Carya ovata,Hicoria ovata,Juglandaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.77
0417,Biswell 1935:p. 685,Gleditsia triacanthos,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.61
0418,Biswell 1935:3,Gleditsia triacanthos,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.69
0419,Biswell 1935:9,Juglans nigra,,Juglandaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.27
0420,Biswell 1935:p. 693,Juglans nigra,,Juglandaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.83
0421,Biswell 1935:7,Platanus occidentalis,,Platanaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.14
0422,Biswell 1935:14,Populus deltoides ssp. monilifera,Populus sargentii,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.69
0423,Biswell 1935:13,Quercus macrocarpa,,Fagaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4.52
0424,Biswell 1935:10,Quercus rubra,Quercus maxima,Fagaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.55
0425,Blagoveshchenskiy 1968:4,Prosopis cineraria,Prosopis spicigera,Mimosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.7
0426,Bonham & Mack 1990,Krascheninnikovia lanata,Eurotia lanata,Amaranthaceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.27
0427,Bonham & Mack 1990,Pascopyrum smithii,Agropyron smithii,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.18
0428,Bonham & Mack 1990,Pseudoroegneria spicata ssp. inermis,Agropyron inerme,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.32
0429,Bowns & Box 1964:p. 39,Schizachyrium littorale,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,2.62
0430,Branson et al. 1976,Artemisia tridentata ssp. tridentata,,Asteraceae,Shrub,P,Woody,Dicot,E,,C3,1.8
0431,Breckle et al. 1994,Artemisia rhodantha,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.2
0432,Breckle et al. 1994,Christolea crassifolia,,Brassicaceae,Shrub,P,Woody,Dicot,,,C3,1.2
0433,Breckle et al. 1994,Krascheninnikovia ceratoides,Ceratoides papposa,Amaranthaceae,Shrub,P,Woody,Dicot,E,,C3,1.8
0434,Breckle et al. 1994,Stipa glareosa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.8
